,hpo,label
4513,HP:0005486,o
4514,HP:0012367,o
4515,HP:0011316,o
4516,HP:0011315,o
4517,HP:0004440,o
4518,HP:0011317,o
4519,HP:0011318,o
4520,HP:0004442,o
4521,HP:0011319,o
4522,HP:0004443,o
4523,HP:0011321,o
4524,HP:0011320,o
4525,HP:0011322,o
4526,HP:0002645,o
4527,HP:0005441,o
4528,HP:0005442,o
4529,HP:0005476,o
4530,HP:0010823,o
4531,HP:0012800,o
4532,HP:0004481,o
4533,HP:0000256,o
4534,HP:0040194,o
4535,HP:0000240,o
4536,HP:0004482,o
4537,HP:0004488,o
4538,HP:0005490,o
4539,HP:0000253,o
4540,HP:0005484,o
4541,HP:0000252,o
4542,HP:0040195,o
4543,HP:0004485,o
4544,HP:0011451,o
4545,HP:0040196,o
4546,HP:0000265,o
4547,HP:0000264,o
4548,HP:0005906,o
4549,HP:0010724,o
4550,HP:0012761,o
4551,HP:0002680,o
4552,HP:0002681,o
4553,HP:0005449,o
4554,HP:0005463,o
4555,HP:0005723,o
4556,HP:0100857,o
4557,HP:0010538,o
4558,HP:0040304,o
4559,HP:0000243,o
4560,HP:0000244,o
4561,HP:0000248,o
4562,HP:0000262,o
4563,HP:0004487,o
4564,HP:0000250,o
4565,HP:0004330,o
4566,HP:0002703,o
4567,HP:0000263,o
4568,HP:0030799,o
4569,HP:0000268,o
4570,HP:0011326,o
4571,HP:0001357,o
4572,HP:0011327,o
4573,HP:0001362,o
4574,HP:0002676,o
4575,HP:0002678,o
4576,HP:0002684,o
4577,HP:0002691,o
4578,HP:0000242,o
4579,HP:0002696,o
4580,HP:0002697,o
4581,HP:0004422,o
4582,HP:0004438,o
4583,HP:0004490,o
4584,HP:0005890,o
4585,HP:0005623,o
4586,HP:0005474,o
4587,HP:0004331,o
4588,HP:0010539,o
4589,HP:0000269,o
4590,HP:0011217,o
4591,HP:0012294,o
4592,HP:0005469,o
4593,HP:0030312,o
4594,HP:0030716,o
4595,HP:0033011,o
4596,HP:0034271,o
4597,HP:0005466,o
4598,HP:0000930,o
4599,HP:0002693,o
4600,HP:0000931,o
4601,HP:0000932,o
4602,HP:0001305,o
4603,HP:0001320,o
4604,HP:0001321,o
4605,HP:0007360,o
4606,HP:0006817,o
4607,HP:0002334,o
4608,HP:0002198,o
4609,HP:0002119,o
4610,HP:0010950,o
4611,HP:0002350,o
4612,HP:0010576,o
4613,HP:0030724,o
4614,HP:0005445,o
4615,HP:0002280,o
4616,HP:0005758,o
4617,HP:0000933,o
4618,HP:0007109,o
4619,HP:0002518,o
4620,HP:0002352,o
4621,HP:0007291,o
4622,HP:0012487,o
4623,HP:0100702,o
4624,HP:0100700,o
4625,HP:0010559,o
4626,HP:0010558,o
4627,HP:0012366,f
4628,HP:0033140,o
4629,HP:0005759,o
4630,HP:0040010,o
4631,HP:0040011,o
4632,HP:0005477,o
4633,HP:0002694,o
4634,HP:0002737,o
4635,HP:0009752,o
4636,HP:0034772,o
4637,HP:0002677,o
4638,HP:0004563,o
4639,HP:0005451,o
4640,HP:0009117,o
4641,HP:0000308,o
4642,HP:0000278,o
4643,HP:0410219,o
4644,HP:0009939,o
4645,HP:0005456,o
4646,HP:0002689,o
4647,HP:0005453,o
4648,HP:0009120,o
4649,HP:3000040,o
4650,HP:0006784,o
4651,HP:0002688,o
4652,HP:0009119,o
4653,HP:0002687,o
4654,HP:0002738,o
4655,HP:0031604,o
4656,HP:0009911,o
4657,HP:0032045,o
4658,HP:0032569,o
4659,HP:0002085,o
4660,HP:0002084,o
4661,HP:0011815,o
4662,HP:0004423,o
4663,HP:0006888,o
4664,HP:0006992,o
4665,HP:0007035,o
4666,HP:0007115,o
4667,HP:0011818,o
4668,HP:0007330,o
4669,HP:0011816,o
4670,HP:0004478,o
4671,HP:0011817,o
4672,HP:0004470,o
4673,HP:0000255,o
4674,HP:0011109,o
4675,HP:0005478,o
4676,HP:0010540,o
4677,HP:0034494,o
4678,HP:0430022,o
4679,HP:0430023,o
4680,HP:0005450,o
4681,HP:0005464,o
4682,HP:0005746,o
4683,HP:0000211,o
4684,HP:0005332,o
4685,HP:0005446,o
4686,HP:0007626,o
4687,HP:0002754,o
4688,HP:0003779,o
4689,HP:0010753,o
4690,HP:0010752,o
4691,HP:0012478,o
4692,HP:0010754,o
4693,HP:0012479,o
4694,HP:0032328,o
4695,HP:0012801,o
4696,HP:0012802,o
4697,HP:0034046,o
4698,HP:0040263,o
4699,HP:0040309,o
4700,HP:0100955,o
4701,HP:0200025,o
4702,HP:0010666,o
4703,HP:0410218,o
4704,HP:0002010,o
4705,HP:0010667,o
4706,HP:0040008,o
4707,HP:0010755,o
4708,HP:0010650,o
4709,HP:0010756,o
4710,HP:0010758,o
4711,HP:0010757,o
4712,HP:0010759,o
4713,HP:0430029,o
4714,HP:0031257,o
4715,HP:0430028,o
4716,HP:3000044,o
4717,HP:0030792,o
4718,HP:0030793,o
4719,HP:0033333,o
4720,HP:0410000,o
4721,HP:0430002,o
4722,HP:0430012,o
4723,HP:0430003,o
4724,HP:0430013,o
4725,HP:0430004,o
4726,HP:0430005,o
4727,HP:0041082,o
4728,HP:0001043,o
4729,HP:0010541,o
4730,HP:0004552,o
4731,HP:0002293,o
4732,HP:0001596,o
4733,HP:0002162,o
4734,HP:0030141,o
4735,HP:0012891,o
4736,HP:0100038,o
4737,HP:0002217,o
4738,HP:0011363,o
4739,HP:0040170,o
4740,HP:0031178,o
4741,HP:0007768,o
4742,HP:0000631,o
4743,HP:0005116,o
4744,HP:0004948,o
4745,HP:0012841,o
4746,HP:0001136,o
4747,HP:0007985,o
4748,HP:0008030,o
4749,HP:0012089,o
4750,HP:0025188,o
4751,HP:0008043,o
4752,HP:0010729,o
4753,HP:0020161,o
4754,HP:0025326,o
4755,HP:0020163,o
4756,HP:0020164,o
4757,HP:0025342,o
4758,HP:3000032,o
4759,HP:0410006,o
4760,HP:3000062,o
4761,HP:0025355,o
4762,HP:3000043,o
4763,HP:3000037,o
4764,HP:0005290,o
4765,HP:3000031,o
4766,HP:3000039,o
4767,HP:3000065,o
4768,HP:0000465,o
4769,HP:0000468,o
4770,HP:0009126,o
4771,HP:0009025,o
4772,HP:0000470,o
4773,HP:0000472,o
4774,HP:0000475,o
4775,HP:0010878,o
4776,HP:0010879,o
4777,HP:0005989,o
4778,HP:0001582,o
4779,HP:0000973,o
4780,HP:0008067,o
4781,HP:0010647,o
4782,HP:0008984,o
4783,HP:0009004,o
4784,HP:0009795,o
4785,HP:0009794,o
4786,HP:0009796,o
4787,HP:0100272,o
4788,HP:0002544,o
4789,HP:0000473,o
4790,HP:0005988,o
4791,HP:0012893,o
4792,HP:0034342,o
4793,HP:3000046,o
4794,HP:0000474,o
4795,HP:0010880,o
4796,HP:0025701,o
4797,HP:0034240,o
4798,HP:0034250,o
4799,HP:0430024,o
4800,HP:3000042,o
4801,HP:3000063,o
4802,HP:3000067,o
4803,HP:0000466,o
4804,HP:0005986,o
4805,HP:0025669,o
4806,HP:0005991,o
4807,HP:0005997,o
4808,HP:0025258,o
4809,HP:0001387,o
4810,HP:0031179,o
4811,HP:0033357,o
4812,HP:0033453,o
4813,HP:0033481,o
4814,HP:0000612,o
4815,HP:0000589,o
4816,HP:0000555,o
4817,HP:0009916,o
4818,HP:0009917,o
4819,HP:0011500,o
4820,HP:0025310,o
4821,HP:0025309,o
4822,HP:0025492,o
4823,HP:0001101,o
4824,HP:0011497,o
4825,HP:0007905,o
4826,HP:0012635,o
4827,HP:0025319,o
4828,HP:0000635,o
4829,HP:0001088,o
4830,HP:0001107,o
4831,HP:0007730,o
4832,HP:0012634,o
4833,HP:0012775,o
4834,HP:0012805,o
4835,HP:0007818,o
4836,HP:0000526,o
4837,HP:0008053,o
4838,HP:0008062,o
4839,HP:0000558,o
4840,HP:0007676,o
4841,HP:0007990,o
4842,HP:0008345,o
4843,HP:0011523,o
4844,HP:0011525,o
4845,HP:0025358,o
4846,HP:0100693,o
4847,HP:0500007,o
4848,HP:0007813,o
4849,HP:0000554,o
4850,HP:0012121,o
4851,HP:0001094,o
4852,HP:0012122,o
4853,HP:0012123,o
4854,HP:0012124,o
4855,HP:0031613,o
4856,HP:0000567,o
4857,HP:0001135,o
4858,HP:0007731,o
4859,HP:0007858,o
4860,HP:0012424,o
4861,HP:0025567,o
4862,HP:0007903,o
4863,HP:0000533,o
4864,HP:0200065,o
4865,HP:0007950,o
4866,HP:0030491,o
4867,HP:0007777,o
4868,HP:0001139,o
4869,HP:0025148,o
4870,HP:0025314,o
4871,HP:0007872,o
4872,HP:0031239,o
4873,HP:0031240,o
4874,HP:0031241,o
4875,HP:0025569,o
4876,HP:0025570,o
4877,HP:0030979,o
4878,HP:0030952,o
4879,HP:0012055,o
4880,HP:0001116,o
4881,HP:0000480,o
4882,HP:0031614,o
4883,HP:0000588,o
4884,HP:0012795,o
4885,HP:0020006,o
4886,HP:0100719,o
4887,HP:0008063,o
4888,HP:0000592,o
4889,HP:0007832,o
4890,HP:0025339,o
4891,HP:0025340,o
4892,HP:0025513,o
4893,HP:0025534,o
4894,HP:0030823,o
4895,HP:0030856,o
4896,HP:0100532,o
4897,HP:0100534,o
4898,HP:0000667,o
4899,HP:0000482,o
4900,HP:0001120,o
4901,HP:0000485,o
4902,HP:0009915,o
4903,HP:0001149,o
4904,HP:0001131,o
4905,HP:0007709,o
4906,HP:0007802,o
4907,HP:0007809,o
4908,HP:0100690,o
4909,HP:0007836,o
4910,HP:0007881,o
4911,HP:0007880,o
4912,HP:0007962,o
4913,HP:0200066,o
4914,HP:0007705,o
4915,HP:0000559,o
4916,HP:0000647,o
4917,HP:0008039,o
4918,HP:0007727,o
4919,HP:0000531,o
4920,HP:0007760,o
4921,HP:0007856,o
4922,HP:0001084,o
4923,HP:0008011,o
4924,HP:0032935,o
4925,HP:0008511,o
4926,HP:0200032,o
4927,HP:0000627,o
4928,HP:0008048,o
4929,HP:0007873,o
4930,HP:0011487,o
4931,HP:0011486,o
4932,HP:0000563,o
4933,HP:0100689,o
4934,HP:0100692,o
4935,HP:0001119,o
4936,HP:0007915,o
4937,HP:0011489,o
4938,HP:0011488,o
4939,HP:0011491,o
4940,HP:0012038,o
4941,HP:0011490,o
4942,HP:0012039,o
4943,HP:0031159,o
4944,HP:0025341,o
4945,HP:0010726,o
4946,HP:0012040,o
4947,HP:0034327,o
4948,HP:0011859,o
4949,HP:0007812,o
4950,HP:0012804,o
4951,HP:0000495,o
4952,HP:0200020,o
4953,HP:0000584,o
4954,HP:0007690,o
4955,HP:0007755,o
4956,HP:0011496,o
4957,HP:0025349,o
4958,HP:0025348,o
4959,HP:0040004,o
4960,HP:0100583,o
4961,HP:0000484,o
4962,HP:0025612,o
4963,HP:0031787,o
4964,HP:0031788,o
4965,HP:0031789,o
4966,HP:0031790,o
4967,HP:0031791,o
4968,HP:0031792,o
4969,HP:0007720,o
4970,HP:0500008,o
4971,HP:0000519,o
4972,HP:0007889,o
4973,HP:0007787,o
4974,HP:0000523,o
4975,HP:0007935,o
4976,HP:0010923,o
4977,HP:0001118,o
4978,HP:0007819,o
4979,HP:0007834,o
4980,HP:0001115,o
4981,HP:0010696,o
4982,HP:0010697,o
4983,HP:0001134,o
4984,HP:0007976,o
4985,HP:0007648,o
4986,HP:0007780,o
4987,HP:0010693,o
4988,HP:0010698,o
4989,HP:0010925,o
4990,HP:0100018,o
4991,HP:0010694,o
4992,HP:0007971,o
4993,HP:0025558,o
4994,HP:0008031,o
4995,HP:0010921,o
4996,HP:0025559,o
4997,HP:0007657,o
4998,HP:0010699,o
4999,HP:0010926,o
5000,HP:0007795,o
5001,HP:0100019,o
5002,HP:0007948,o
5003,HP:0010924,o
5004,HP:0010922,o
5005,HP:0011142,o
5006,HP:0011141,o
5007,HP:0011143,o
5008,HP:0011144,o
5009,HP:0100020,o
5010,HP:0100017,o
5011,HP:0008019,o
5012,HP:0001132,o
5013,HP:0001083,o
5014,HP:0008494,o
5015,HP:0012019,o
5016,HP:0007707,o
5017,HP:0012376,o
5018,HP:0030961,o
5019,HP:0034375,o
5020,HP:0011501,o
5021,HP:0011502,o
5022,HP:0011527,o
5023,HP:0012629,o
5024,HP:0000594,o
5025,HP:0000593,o
5026,HP:0007765,o
5027,HP:0011483,o
5028,HP:0007833,o
5029,HP:0011484,o
5030,HP:0008037,o
5031,HP:0011485,o
5032,HP:0012631,o
5033,HP:0012630,o
5034,HP:0025311,o
5035,HP:0025561,o
5036,HP:0025560,o
5037,HP:0025562,o
5038,HP:0025563,o
5039,HP:0025564,o
5040,HP:0025565,o
5041,HP:0025566,o
5042,HP:0031615,o
5043,HP:0031618,o
5044,HP:0031616,o
5045,HP:0031619,o
5046,HP:0031620,o
5047,HP:0031621,o
5048,HP:0031701,o
5049,HP:0031702,o
5050,HP:0000659,o
5051,HP:0000557,o
5052,HP:0008007,o
5053,HP:0008041,o
5054,HP:0001492,o
5055,HP:0007779,o
5056,HP:0012627,o
5057,HP:0012628,o
5058,HP:0032107,o
5059,HP:0500050,o
5060,HP:0500051,o
5061,HP:0500052,o
5062,HP:0500054,o
5063,HP:0500053,o
5064,HP:0500055,o
5065,HP:0500057,o
5066,HP:0500056,o
5067,HP:0500058,o
5068,HP:0500059,o
5069,HP:0500061,o
5070,HP:0500062,o
5071,HP:0500063,o
5072,HP:0500064,o
5073,HP:0500065,o
5074,HP:0007643,o
5075,HP:0007917,o
5076,HP:0007929,o
5077,HP:0012230,o
5078,HP:0012231,o
5079,HP:0025094,o
5080,HP:0200056,o
5081,HP:0007401,o
5082,HP:0000608,o
5083,HP:0000546,o
5084,HP:0001105,o
5085,HP:0008028,o
5086,HP:0025146,o
5087,HP:0007791,o
5088,HP:0007722,o
5089,HP:0031609,o
5090,HP:0200070,o
5091,HP:0007667,o
5092,HP:0007769,o
5093,HP:0007937,o
5094,HP:0011512,o
5095,HP:0031605,o
5096,HP:0007992,o
5097,HP:0011533,o
5098,HP:0007773,o
5099,HP:0008035,o
5100,HP:0007947,o
5101,HP:0000510,o
5102,HP:0031172,o
5103,HP:0008020,o
5104,HP:0000548,o
5105,HP:0030640,o
5106,HP:0030638,o
5107,HP:0030641,o
5108,HP:0030642,o
5109,HP:0012045,o
5110,HP:0030639,o
5111,HP:0030636,o
5112,HP:0007754,o
5113,HP:0007913,o
5114,HP:0007963,o
5115,HP:0030635,o
5116,HP:0025582,o
5117,HP:0025243,o
5118,HP:0000573,o
5119,HP:0011885,o
5120,HP:0031803,o
5121,HP:0025574,o
5122,HP:0025244,o
5123,HP:0025581,o
5124,HP:0031611,o
5125,HP:0025241,o
5126,HP:0031805,o
5127,HP:0025242,o
5128,HP:0001102,o
5129,HP:0007750,o
5130,HP:0008060,o
5131,HP:0008059,o
5132,HP:0008061,o
5133,HP:0011503,o
5134,HP:0025007,o
5135,HP:0025010,o
5136,HP:0008001,o
5137,HP:0030493,o
5138,HP:0008002,o
5139,HP:0500088,o
5140,HP:0012643,o
5141,HP:0030825,o
5142,HP:0034362,o
5143,HP:0007793,o
5144,HP:0007814,o
5145,HP:0007703,o
5146,HP:0007988,o
5147,HP:0011504,o
5148,HP:0011509,o
5149,HP:0025147,o
5150,HP:0001104,o
5151,HP:0033743,o
5152,HP:0031152,o
5153,HP:0011508,o
5154,HP:0011958,o
5155,HP:0030494,o
5156,HP:0030495,o
5157,HP:0032416,o
5158,HP:0030496,o
5159,HP:0030503,o
5160,HP:0007763,o
5161,HP:0011511,o
5162,HP:0030498,o
5163,HP:0011505,o
5164,HP:0040049,o
5165,HP:0100014,o
5166,HP:0007677,o
5167,HP:0011507,o
5168,HP:0025110,o
5169,HP:0030497,o
5170,HP:0031606,o
5171,HP:0030499,o
5172,HP:0011510,o
5173,HP:0030501,o
5174,HP:0032028,o
5175,HP:0031150,o
5176,HP:0031151,o
5177,HP:0007737,o
5178,HP:0000580,o
5179,HP:0030505,o
5180,HP:0007866,o
5181,HP:0007973,o
5182,HP:0000660,o
5183,HP:0001095,o
5184,HP:0007685,o
5185,HP:0011513,o
5186,HP:0007797,o
5187,HP:0007815,o
5188,HP:0007843,o
5189,HP:0007850,o
5190,HP:0007986,o
5191,HP:0020165,o
5192,HP:0012636,o
5193,HP:0020166,o
5194,HP:0020167,o
5195,HP:0007778,o
5196,HP:0030666,o
5197,HP:0030667,o
5198,HP:0008014,o
5199,HP:0001493,o
5200,HP:0008052,o
5201,HP:0007770,o
5202,HP:0010728,o
5203,HP:0011530,o
5204,HP:0009919,o
5205,HP:0012777,o
5206,HP:0030063,o
5207,HP:0030061,o
5208,HP:0030060,o
5209,HP:0007922,o
5210,HP:0020119,o
5211,HP:0020120,o
5212,HP:0030329,o
5213,HP:0007822,o
5214,HP:0001147,o
5215,HP:0007898,o
5216,HP:0007989,o
5217,HP:0011532,o
5218,HP:0025093,o
5219,HP:0007862,o
5220,HP:0012426,o
5221,HP:0030507,o
5222,HP:0030643,o
5223,HP:0032027,o
5224,HP:0031526,o
5225,HP:0031527,o
5226,HP:0031529,o
5227,HP:0031528,o
5228,HP:0031530,o
5229,HP:0031532,o
5230,HP:0031531,o
5231,HP:0031533,o
5232,HP:0032118,o
5233,HP:0033027,o
5234,HP:0001093,o
5235,HP:0001112,o
5236,HP:0007634,o
5237,HP:0001138,o
5238,HP:0007807,o
5239,HP:0100842,o
5240,HP:0000609,o
5241,HP:0008058,o
5242,HP:0001331,o
5243,HP:0007375,o
5244,HP:0007766,o
5245,HP:0012521,o
5246,HP:0000538,o
5247,HP:0500086,o
5248,HP:0012511,o
5249,HP:0000543,o
5250,HP:0500087,o
5251,HP:0012512,o
5252,HP:0007958,o
5253,HP:0000648,o
5254,HP:0001085,o
5255,HP:0031974,o
5256,HP:0031973,o
5257,HP:0012796,o
5258,HP:0031975,o
5259,HP:0031976,o
5260,HP:0031977,o
5261,HP:0031978,o
5262,HP:0034302,o
5263,HP:0034008,o
5264,HP:0025514,o
5265,HP:0025551,o
5266,HP:0031256,o
5267,HP:0032270,o
5268,HP:0034567,o
5269,HP:0100654,o
5270,HP:0100653,o
5271,HP:0033429,o
5272,HP:0200057,o
5273,HP:0001099,o
5274,HP:0025583,o
5275,HP:0030824,o
5276,HP:0007680,o
5277,HP:0007894,o
5278,HP:0007980,o
5279,HP:0009727,o
5280,HP:0011528,o
5281,HP:0007649,o
5282,HP:0011529,o
5283,HP:0030504,o
5284,HP:0007658,o
5285,HP:0025239,o
5286,HP:0025240,o
5287,HP:0031804,o
5288,HP:0001489,o
5289,HP:0007710,o
5290,HP:0007964,o
5291,HP:0030490,o
5292,HP:0030673,o
5293,HP:0200071,o
5294,HP:0007841,o
5295,HP:0007902,o
5296,HP:0009922,o
5297,HP:0007968,o
5298,HP:0030742,o
5299,HP:0030743,o
5300,HP:0030744,o
5301,HP:0030652,o
5302,HP:0030661,o
5303,HP:0030663,o
5304,HP:0031153,o
5305,HP:0031154,o
5306,HP:0030832,o
5307,HP:0100832,o
5308,HP:0030631,o
5309,HP:0025158,o
5310,HP:0030602,o
5311,HP:0030632,o
5312,HP:0025159,o
5313,HP:0034272,o
5314,HP:0030633,o
5315,HP:0030629,o
5316,HP:0030634,o
5317,HP:0030630,o
5318,HP:0030607,o
5319,HP:0030606,o
5320,HP:0030608,o
5321,HP:0030609,o
5322,HP:0030610,o
5323,HP:0030611,o
5324,HP:0030615,o
5325,HP:0030616,o
5326,HP:0030618,o
5327,HP:0030619,o
5328,HP:0030621,o
5329,HP:0030622,o
5330,HP:0030626,o
5331,HP:0030627,o
5332,HP:0030628,o
5333,HP:0030620,o
5334,HP:0030623,o
5335,HP:0030625,o
5336,HP:0030624,o
5337,HP:0025320,o
5338,HP:0030604,o
5339,HP:0030605,o
5340,HP:0011478,o
5341,HP:0000528,o
5342,HP:0007633,o
5343,HP:0000568,o
5344,HP:0011480,o
5345,HP:0010727,o
5346,HP:0012054,o
5347,HP:0025604,o
5348,HP:0000316,o
5349,HP:0000601,o
5350,HP:0009914,o
5351,HP:0030867,o
5352,HP:0000542,o
5353,HP:0010877,o
5354,HP:0001137,o
5355,HP:0000565,o
5356,HP:0020045,o
5357,HP:0031764,o
5358,HP:0020046,o
5359,HP:0031765,o
5360,HP:0031766,o
5361,HP:0031723,o
5362,HP:0031722,o
5363,HP:0031760,o
5364,HP:0031759,o
5365,HP:0031761,o
5366,HP:0031762,o
5367,HP:0031763,o
5368,HP:0031767,o
5369,HP:0025312,o
5370,HP:0032011,o
5371,HP:0032009,o
5372,HP:0031713,o
5373,HP:0000577,o
5374,HP:0020049,o
5375,HP:0032010,o
5376,HP:0031719,o
5377,HP:0031714,o
5378,HP:0031720,o
5379,HP:0031715,o
5380,HP:0031716,o
5381,HP:0031717,o
5382,HP:0031718,o
5383,HP:0031721,o
5384,HP:0025313,o
5385,HP:0009921,o
5386,HP:0025068,o
5387,HP:0020041,o
5388,HP:0020042,o
5389,HP:0020043,o
5390,HP:0020044,o
5391,HP:0031622,o
5392,HP:0025069,o
5393,HP:0500077,o
5394,HP:0025585,o
5395,HP:0025587,o
5396,HP:0500076,o
5397,HP:0025586,o
5398,HP:0500078,o
5399,HP:0025584,o
5400,HP:0025588,o
5401,HP:0500079,o
5402,HP:0031725,o
5403,HP:0031726,o
5404,HP:0031727,o
5405,HP:0031778,o
5406,HP:0031777,o
5407,HP:0031779,o
5408,HP:0031775,o
5409,HP:0031781,o
5410,HP:0031724,o
5411,HP:0031782,o
5412,HP:0025330,o
5413,HP:0000511,o
5414,HP:0000605,o
5415,HP:0025331,o
5416,HP:0007817,o
5417,HP:0007885,o
5418,HP:0000514,o
5419,HP:0007975,o
5420,HP:0000571,o
5421,HP:0031833,o
5422,HP:0032014,o
5423,HP:0032013,o
5424,HP:0010543,o
5425,HP:0032104,o
5426,HP:0031931,o
5427,HP:0032105,o
5428,HP:0025402,o
5429,HP:0032114,o
5430,HP:0032116,o
5431,HP:0000590,o
5432,HP:0000544,o
5433,HP:0007250,o
5434,HP:0007831,o
5435,HP:0007867,o
5436,HP:0007936,o
5437,HP:0007650,o
5438,HP:0007824,o
5439,HP:0007942,o
5440,HP:0030773,o
5441,HP:0007715,o
5442,HP:0008507,o
5443,HP:0012246,o
5444,HP:0012470,o
5445,HP:0007944,o
5446,HP:0007668,o
5447,HP:0001151,o
5448,HP:0007179,o
5449,HP:0008003,o
5450,HP:0000657,o
5451,HP:0025720,o
5452,HP:0007941,o
5453,HP:0025721,o
5454,HP:0000497,o
5455,HP:0011347,o
5456,HP:0000634,o
5457,HP:0007979,o
5458,HP:0000640,o
5459,HP:0007286,o
5460,HP:0007747,o
5461,HP:0007811,o
5462,HP:0012043,o
5463,HP:0008026,o
5464,HP:0001361,o
5465,HP:0001583,o
5466,HP:0010542,o
5467,HP:0009591,o
5468,HP:0010545,o
5469,HP:0010544,o
5470,HP:0011477,o
5471,HP:0010533,o
5472,HP:0012044,o
5473,HP:0025711,o
5474,HP:0030691,o
5475,HP:0007295,o
5476,HP:0007704,o
5477,HP:0007738,o
5478,HP:0025186,o
5479,HP:0025405,o
5480,HP:0025404,o
5481,HP:0031768,o
5482,HP:0025549,o
5483,HP:0031769,o
5484,HP:0500072,o
5485,HP:0025518,o
5486,HP:0001477,o
5487,HP:0031705,o
5488,HP:0031706,o
5489,HP:0031707,o
5490,HP:0031708,o
5491,HP:0031709,o
5492,HP:0031710,o
5493,HP:0033851,o
5494,HP:0033980,o
5495,HP:0500074,o
5496,HP:0500073,o
5497,HP:0500075,o
5498,HP:0012108,o
5499,HP:0012109,o
5500,HP:0007924,o
5501,HP:0000529,o
5502,HP:0000572,o
5503,HP:0200068,o
5504,HP:0000576,o
5505,HP:0000575,o
5506,HP:0000603,o
5507,HP:0007761,o
5508,HP:0010822,o
5509,HP:0030528,o
5510,HP:0030529,o
5511,HP:0030530,o
5512,HP:0001129,o
5513,HP:0007994,o
5514,HP:0001133,o
5515,HP:0030522,o
5516,HP:0030525,o
5517,HP:0030526,o
5518,HP:0030527,o
5519,HP:0007854,o
5520,HP:0007987,o
5521,HP:0030518,o
5522,HP:0030516,o
5523,HP:0012377,o
5524,HP:0030519,o
5525,HP:0030517,o
5526,HP:0030520,o
5527,HP:0030521,o
5528,HP:0030531,o
5529,HP:0030589,o
5530,HP:0030588,o
5531,HP:0030590,o
5532,HP:0030593,o
5533,HP:0030591,o
5534,HP:0030594,o
5535,HP:0030596,o
5536,HP:0030595,o
5537,HP:0030592,o
5538,HP:0030597,o
5539,HP:0030598,o
5540,HP:0030599,o
5541,HP:0030644,o
5542,HP:0007875,o
5543,HP:0000618,o
5544,HP:0000646,o
5545,HP:0001117,o
5546,HP:0001141,o
5547,HP:0030515,o
5548,HP:0030536,o
5549,HP:0030533,o
5550,HP:0030537,o
5551,HP:0030538,o
5552,HP:0030539,o
5553,HP:0030540,o
5554,HP:0030541,o
5555,HP:0030542,o
5556,HP:0030543,o
5557,HP:0030544,o
5558,HP:0030545,o
5559,HP:0030546,o
5560,HP:0030547,o
5561,HP:0030548,o
5562,HP:0030549,o
5563,HP:0030550,o
5564,HP:0030554,o
5565,HP:0030555,o
5566,HP:0030556,o
5567,HP:0030557,o
5568,HP:0030558,o
5569,HP:0030559,o
5570,HP:0030560,o
5571,HP:0030561,o
5572,HP:0030562,o
5573,HP:0030563,o
5574,HP:0030564,o
5575,HP:0030565,o
5576,HP:0030566,o
5577,HP:0030568,o
5578,HP:0030569,o
5579,HP:0030535,o
5580,HP:0030570,o
5581,HP:0030571,o
5582,HP:0030572,o
5583,HP:0030573,o
5584,HP:0030574,o
5585,HP:0030575,o
5586,HP:0030576,o
5587,HP:0030577,o
5588,HP:0030578,o
5589,HP:0030579,o
5590,HP:0030580,o
5591,HP:0030581,o
5592,HP:0030582,o
5593,HP:0030583,o
5594,HP:0030551,o
5595,HP:0030552,o
5596,HP:0030553,o
5597,HP:0032037,o
5598,HP:0032122,o
5599,HP:0032284,o
5600,HP:0032123,o
5601,HP:0032285,o
5602,HP:0032286,o
5603,HP:0032287,o
5604,HP:0100704,o
5605,HP:0011520,o
5606,HP:0000642,o
5607,HP:0011521,o
5608,HP:0011518,o
5609,HP:0011522,o
5610,HP:0200018,o
5611,HP:0011516,o
5612,HP:0007803,o
5613,HP:0007939,o
5614,HP:0011517,o
5615,HP:0030585,o
5616,HP:0030584,o
5617,HP:0030586,o
5618,HP:0030587,o
5619,HP:0000613,o
5620,HP:5200058,o
5621,HP:5200046,o
5622,HP:0001125,o
5623,HP:0000622,o
5624,HP:0007675,o
5625,HP:0007830,o
5626,HP:0000651,o
5627,HP:0011514,o
5628,HP:0011515,o
5629,HP:0012047,o
5630,HP:0012508,o
5631,HP:0025152,o
5632,HP:0030511,o
5633,HP:0030513,o
5634,HP:0030512,o
5635,HP:0030514,o
5636,HP:0030786,o
5637,HP:0032108,o
5638,HP:0032036,o
5639,HP:0032109,o
5640,HP:0032110,o
5641,HP:0032111,o
5642,HP:0032112,o
5643,HP:0034773,o
5644,HP:0034774,o
5645,HP:0034775,o
5646,HP:0034776,o
5647,HP:0100576,o
5648,HP:0007911,o
5649,HP:0001488,o
5650,HP:0006837,o
5651,HP:0002277,o
5652,HP:0000616,o
5653,HP:0007686,o
5654,HP:0012332,o
5655,HP:0002270,o
5656,HP:0007687,o
5657,HP:0007838,o
5658,HP:0500042,o
5659,HP:0008499,o
5660,HP:0000540,o
5661,HP:0031728,o
5662,HP:0031729,o
5663,HP:0011003,o
5664,HP:0000545,o
5665,HP:0025573,o
5666,HP:0031624,o
5667,HP:0031730,o
5668,HP:0500066,o
5669,HP:0012803,o
5670,HP:0000522,o
5671,HP:0000633,o
5672,HP:0000632,o
5673,HP:0031732,o
5674,HP:0031731,o
5675,HP:0009926,o
5676,HP:0031733,o
5677,HP:0031734,o
5678,HP:0031881,o
